emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,purpose,interest_payments,loan_condition,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
10.0,MORTGAGE,Medium,110000,21000, 60 months,debt_consolidation,High,Good Loan,19.91,E,11.28,31939.07995,21000.0,0.0,555.33,ulster
6.0,OWN,Low,65000,18000, 60 months,debt_consolidation,High,Bad Loan,17.58,D,22.73,5910.6,2680.07,11.69,452.98,ulster
8.0,MORTGAGE,Medium,128000,35000, 36 months,debt_consolidation,Low,Good Loan,8.9,A,7.54,39384.62,35000.0,0.0,1111.37,cannught
5.0,RENT,Low,100000,10000, 36 months,debt_consolidation,Low,Good Loan,7.51,A,10.2,11073.9,10000.0,0.0,311.11,ulster
8.0,RENT,Low,54000,15000, 60 months,debt_consolidation,High,Good Loan,13.49,C,23.0,15662.44,15000.0,0.0,345.08,Northern-Irl
3.0,MORTGAGE,Low,60000,18000, 60 months,small_business,High,Good Loan,13.49,C,29.3,24147.920159999998,18000.0,0.0,414.09,munster
10.0,MORTGAGE,Medium,130900,4800, 36 months,medical,Low,Good Loan,11.71,B,8.73,5216.35,4800.0,0.0,158.77,cannught
3.0,OWN,Low,16000,3000, 36 months,debt_consolidation,Low,Good Loan,7.9,A,2.48,3359.680796,3000.0,0.0,93.88,Northern-Irl
3.0,OWN,Low,48000,24000, 36 months,debt_consolidation,Low,Good Loan,9.91,B,16.48,26576.89,24000.0,0.0,773.4,leinster
10.0,MORTGAGE,Low,60000,3000, 36 months,debt_consolidation,Low,Good Loan,10.65,B,0.5,3378.52,3000.0,0.0,97.72,leinster
8.0,MORTGAGE,Low,50000,22000, 60 months,debt_consolidation,Low,Good Loan,12.69,B,27.96,27200.41,22000.0,0.0,497.09,ulster
10.0,OWN,Low,63623,20000, 60 months,credit_card,Low,Good Loan,11.71,B,7.58,21267.54,20000.0,0.0,441.97,Northern-Irl
2.0,RENT,Low,42000,6500, 36 months,wedding,High,Good Loan,13.49,C,13.43,7851.555698,6500.0,0.0,220.55,cannught
10.0,RENT,Low,42600,12000, 36 months,debt_consolidation,Low,Good Loan,11.71,B,4.96,14287.739019999999,12000.0,0.0,396.92,ulster
3.0,MORTGAGE,Low,46800,12725, 36 months,credit_card,Low,Good Loan,12.42,B,5.46,15216.509769999999,12725.0,0.0,425.21,cannught
6.0,MORTGAGE,Medium,200000,35000, 60 months,debt_consolidation,High,Good Loan,13.49,C,8.96,46892.77779,34999.98,0.0,805.17,ulster
5.0,MORTGAGE,Low,86000,21000, 36 months,medical,Low,Good Loan,8.9,A,8.47,24003.21179,21000.0,0.0,666.82,leinster
0.5,RENT,Low,21300,6000, 36 months,other,High,Good Loan,15.96,C,10.54,7587.47555,6000.0,0.0,210.83,Northern-Irl
3.0,OWN,Low,49200,18000, 60 months,debt_consolidation,High,Good Loan,13.49,C,24.12,19364.94,18000.0,0.0,414.09,ulster
6.0,RENT,Low,38400,2400, 36 months,debt_consolidation,Low,Good Loan,10.65,B,18.16,2813.152487000001,2400.0,0.0,78.18,ulster
4.0,MORTGAGE,Low,76486,6000, 36 months,debt_consolidation,Low,Good Loan,7.9,A,3.64,6679.2,6000.0,0.0,187.75,ulster
6.0,RENT,Low,60000,12650, 36 months,debt_consolidation,Low,Good Loan,6.62,A,18.24,13579.85,12650.0,0.0,388.41,ulster
2.0,RENT,Low,60240,25975, 60 months,debt_consolidation,High,Good Loan,17.27,D,22.55,29188.67,25975.0,0.0,649.33,cannught
10.0,RENT,Low,62000,4500, 36 months,other,Low,Bad Loan,12.42,B,15.23,2984.63,2161.05,133.86,150.37,leinster
8.0,MORTGAGE,Low,70000,12000, 36 months,small_business,Low,Good Loan,9.91,B,18.46,12725.05,12000.0,0.0,386.7,Northern-Irl
4.0,MORTGAGE,Low,68000,24000, 60 months,credit_card,High,Good Loan,22.06,F,15.67,32626.95,24000.0,0.0,663.68,cannught
6.05,OWN,Low,31216,14000, 36 months,debt_consolidation,Low,Good Loan,9.91,B,18.18,15282.04,14000.0,0.0,451.15,munster
3.0,MORTGAGE,Low,85000,18000, 36 months,debt_consolidation,Low,Bad Loan,12.69,B,14.33,10890.2,7644.92,604.08,603.81,cannught
5.0,RENT,Low,83000,6300, 36 months,debt_consolidation,Low,Good Loan,10.65,B,9.57,7228.4,6300.0,0.0,205.22,Northern-Irl
2.0,RENT,Low,32400,12000, 60 months,debt_consolidation,High,Bad Loan,13.49,C,16.22,3094.66,1327.55,613.0,276.06,ulster
10.0,OWN,Medium,115000,30000, 60 months,debt_consolidation,High,Good Loan,13.49,C,5.06,39284.12592,30000.0,0.0,690.15,Northern-Irl
6.0,MORTGAGE,Low,54000,14275, 60 months,home_improvement,High,Good Loan,20.3,E,19.31,20599.321659999998,14275.0,0.0,380.59,munster
6.0,MORTGAGE,Low,45000,5600, 36 months,debt_consolidation,Low,Good Loan,11.71,B,22.29,6661.866876,5600.0,0.0,185.23,ulster
6.05,OWN,Low,55000,29175, 60 months,debt_consolidation,Low,Good Loan,10.65,B,26.14,32035.98,23717.98,0.0,629.26,leinster
1.0,RENT,Medium,120000,8000, 36 months,debt_consolidation,High,Good Loan,16.29,D,17.63,9621.86,8000.0,0.0,282.41,cannught
1.0,RENT,Low,25000,9600, 36 months,debt_consolidation,High,Good Loan,14.27,C,14.5,10953.03,9600.0,0.0,329.37,leinster
4.0,MORTGAGE,Low,86730,12000, 60 months,debt_consolidation,High,Good Loan,22.35,F,23.0,17483.223869999998,12000.0,0.0,333.82,ulster
6.0,MORTGAGE,Medium,120000,28000, 36 months,debt_consolidation,Low,Good Loan,8.9,A,4.95,32004.019669999998,28000.0,0.0,889.09,Northern-Irl
4.0,MORTGAGE,Low,41000,7000, 36 months,credit_card,Low,Good Loan,6.03,A,18.76,7669.577437000001,7000.0,0.0,213.05,cannught
2.0,MORTGAGE,Low,55000,12800, 60 months,debt_consolidation,Low,Good Loan,12.69,B,8.97,14740.7,10324.22,0.0,289.22,ulster
3.0,RENT,Low,81300,29000, 36 months,debt_consolidation,Low,Good Loan,12.69,B,21.77,34655.47313,29000.0,0.0,972.81,leinster
7.0,RENT,Low,37000,8400, 36 months,debt_consolidation,Low,Good Loan,9.91,B,24.62,9743.379562,8400.0,0.0,270.69,ulster
3.0,MORTGAGE,Low,86625,14825, 36 months,debt_consolidation,Low,Good Loan,6.03,A,13.94,16223.918469999999,14825.0,0.0,451.21,munster
5.0,RENT,Low,36996,10000, 36 months,other,Low,Good Loan,8.9,A,18.46,11430.01593,10000.0,0.0,317.54,Northern-Irl
9.0,RENT,Low,74000,12600, 36 months,credit_card,Low,Good Loan,10.65,B,15.63,14773.92262,12600.0,0.0,410.43,munster
4.0,MORTGAGE,Low,69000,20000, 60 months,credit_card,Low,Good Loan,10.65,B,16.35,24145.13046,20000.0,0.0,431.37,ulster
10.0,MORTGAGE,High,250000,31400, 36 months,small_business,High,Good Loan,14.27,C,7.86,38777.00276,31400.0,0.0,1077.3,ulster
0.5,RENT,Low,34000,8000, 36 months,small_business,Low,Good Loan,7.9,A,16.06,8682.39,8000.0,0.0,250.33,leinster
6.05,MORTGAGE,Low,65000,30000, 60 months,debt_consolidation,Low,Good Loan,9.91,B,9.19,32439.75,24504.47,0.0,636.09,Northern-Irl
2.0,RENT,Low,48000,11000, 60 months,small_business,High,Good Loan,17.27,D,11.97,16245.72,11000.0,0.0,274.98,munster
0.5,RENT,Low,90000,12000, 36 months,car,Low,Good Loan,6.03,A,5.52,13079.50394,12000.0,0.0,365.23,ulster
6.05,MORTGAGE,Low,46000,13700, 60 months,home_improvement,High,Good Loan,18.64,E,5.09,20582.375780000002,13700.0,0.0,352.68,ulster
3.0,MORTGAGE,Low,50000,4625, 60 months,debt_consolidation,Low,Good Loan,9.91,B,28.51,5001.29,3776.6,0.0,98.07,leinster
1.0,RENT,Low,62467,7250, 36 months,credit_card,Low,Good Loan,10.65,B,14.08,8498.310898,7250.0,0.0,236.16,leinster
3.0,MORTGAGE,Low,62400,8500, 36 months,debt_consolidation,Low,Bad Loan,12.42,B,8.94,6761.81,4791.09,516.65,284.03,cannught
0.5,RENT,Low,28800,5000, 36 months,small_business,Low,Good Loan,8.9,A,18.54,5523.41,5000.0,0.0,158.77,Northern-Irl
6.05,OWN,Low,40000,20000, 60 months,debt_consolidation,Low,Good Loan,11.71,B,18.33,20195.74,20000.0,0.0,441.97,cannught
7.0,MORTGAGE,Low,58000,7200, 36 months,credit_card,Low,Good Loan,11.71,B,7.82,8570.9467,7200.0,0.0,238.15,cannught
10.0,MORTGAGE,Low,55000,21000, 60 months,debt_consolidation,High,Good Loan,17.27,D,19.51,26246.77,16133.4,0.0,524.96,leinster
10.0,MORTGAGE,Low,82000,12000, 36 months,debt_consolidation,Low,Good Loan,7.51,A,14.36,13168.14,12000.0,0.0,373.33,cannught
9.0,RENT,Low,60000,18000, 60 months,credit_card,High,Good Loan,18.25,D,23.0,25226.95022,18000.0,0.0,459.54,ulster
5.0,RENT,Low,80000,21250, 60 months,debt_consolidation,High,Bad Loan,24.11,G,22.59,10258.65,1380.65,3322.86,612.68,Northern-Irl
10.0,MORTGAGE,Low,65000,2200, 36 months,vacation,Low,Good Loan,12.42,B,6.35,2222.88,2200.0,0.0,73.52,leinster
8.0,MORTGAGE,Low,100000,35000, 60 months,debt_consolidation,High,Good Loan,23.13,G,7.82,47183.29,35000.0,0.0,989.29,Northern-Irl
10.0,RENT,Low,33000,16000, 60 months,debt_consolidation,High,Bad Loan,13.49,C,18.36,5149.34,2834.38,0.0,368.08,cannught
10.0,MORTGAGE,Low,66000,16000, 60 months,small_business,High,Bad Loan,16.29,D,28.53,8517.99,3973.42,691.39,391.56,cannught
2.0,RENT,Low,36000,4200, 36 months,medical,High,Good Loan,14.27,C,14.3,5037.06,4200.0,0.0,144.1,ulster
6.05,RENT,Low,12000,2000, 36 months,small_business,Low,Good Loan,10.65,B,14.1,2344.152379,2000.0,0.0,65.15,cannught
4.0,RENT,Low,75000,4000, 36 months,medical,High,Good Loan,13.49,C,13.41,4882.912722,4000.0,0.0,135.73,Northern-Irl
1.0,RENT,Low,50000,10000, 36 months,debt_consolidation,Low,Good Loan,7.51,A,27.36,11027.1,10000.0,0.0,311.11,ulster
5.0,RENT,Low,73000,14400, 60 months,debt_consolidation,High,Good Loan,16.77,D,16.54,20438.12713,14400.0,0.0,356.1,leinster
1.0,RENT,Low,39996,14000, 60 months,debt_consolidation,High,Good Loan,18.64,E,23.64,21150.46135,14000.0,0.0,360.41,Northern-Irl
2.0,RENT,Low,40800,12000, 36 months,major_purchase,Low,Good Loan,6.62,A,9.44,12314.06,12000.0,0.0,368.45,ulster
4.0,RENT,Low,60000,9600, 36 months,other,Low,Good Loan,7.9,A,20.56,10813.138159999999,9600.0,0.0,300.39,ulster
5.0,RENT,Low,42000,18825, 36 months,debt_consolidation,Low,Good Loan,7.9,A,22.74,20957.62,18825.0,0.0,589.04,ulster
10.0,OWN,Low,60000,11500, 36 months,other,Low,Good Loan,6.03,A,7.26,12599.98803,11500.0,0.0,350.01,ulster
1.0,RENT,Low,25200,5500, 36 months,credit_card,Low,Good Loan,7.9,A,25.48,6132.1,5500.0,0.0,172.1,cannught
10.0,MORTGAGE,Low,82776,19075, 60 months,debt_consolidation,High,Good Loan,13.49,C,14.08,23747.61,19075.0,0.0,438.82,ulster
8.0,MORTGAGE,Low,77000,9000, 36 months,home_improvement,Low,Good Loan,6.03,A,9.86,9720.26,9000.0,0.0,273.92,cannught
10.0,MORTGAGE,Low,100000,24000, 60 months,credit_card,High,Bad Loan,14.65,C,18.85,8046.03,3512.61,1177.12,566.56,Northern-Irl
0.5,RENT,Low,30000,1000, 36 months,moving,Low,Good Loan,7.51,A,0.6,1110.82,1000.0,0.0,31.12,Northern-Irl
10.0,MORTGAGE,Low,31200,2400, 36 months,medical,High,Bad Loan,17.58,D,6.31,503.88,262.02,74.38,86.27,leinster
10.0,RENT,Low,47496,3500, 36 months,credit_card,Low,Good Loan,12.69,B,21.15,4124.08,3500.0,0.0,117.41,ulster
0.5,RENT,Low,30000,7000, 36 months,credit_card,Low,Good Loan,8.9,A,18.0,7292.1,7000.0,0.0,222.28,Northern-Irl
0.5,RENT,Low,14400,3600, 36 months,debt_consolidation,Low,Good Loan,7.9,A,10.08,4045.486128,3600.0,0.0,112.65,leinster
1.0,RENT,Low,18000,5500, 36 months,car,Low,Bad Loan,11.71,B,20.43,1708.56,1060.27,255.2,181.92,ulster
0.5,RENT,Low,60000,20000, 60 months,debt_consolidation,High,Good Loan,19.91,E,20.04,26438.12,15160.98,0.0,528.88,Northern-Irl
10.0,MORTGAGE,Low,57600,6000, 36 months,home_improvement,Low,Good Loan,7.51,A,2.52,6211.19,6000.0,0.0,186.67,Northern-Irl
10.0,OWN,High,414996,30000, 60 months,home_improvement,High,Good Loan,20.3,E,4.72,46733.99768,30000.0,0.0,799.84,Northern-Irl
6.05,RENT,Low,12732,1550, 36 months,other,High,Bad Loan,15.27,C,8.86,317.58,175.49,47.88,53.94,ulster
5.0,MORTGAGE,Low,42116,20000, 60 months,other,Low,Good Loan,12.69,B,15.73,23026.74,16127.92,0.0,451.9,munster
0.5,MORTGAGE,Low,54000,9600, 36 months,car,Low,Good Loan,6.62,A,22.27,10370.04,9600.0,0.0,294.76,cannught
10.0,MORTGAGE,Low,63000,30000, 60 months,credit_card,Low,Good Loan,11.71,B,8.04,33789.45,24301.38,0.0,662.95,leinster
5.0,MORTGAGE,Low,88500,2700, 36 months,home_improvement,High,Good Loan,14.27,C,11.32,3332.912211,2700.0,0.0,92.64,cannught
1.0,MORTGAGE,Low,60000,5600, 36 months,small_business,Low,Good Loan,12.42,B,19.78,6697.634732,5600.0,0.0,187.13,munster
6.05,OWN,Low,33000,2500, 36 months,house,Low,Good Loan,6.03,A,15.56,2754.017852,2500.0,0.0,76.09,Northern-Irl
10.0,MORTGAGE,Low,59774,8600, 36 months,credit_card,High,Good Loan,19.42,E,5.72,11413.4448,8600.0,0.0,317.08,ulster
2.0,RENT,Low,52500,8000, 36 months,credit_card,Low,Good Loan,7.51,A,4.53,8903.380748,8000.0,0.0,248.89,ulster
0.5,MORTGAGE,Medium,120000,7000, 36 months,credit_card,Low,Good Loan,7.49,A,20.53,7257.89,7000.0,0.0,217.72,ulster
6.05,OWN,Low,36000,18500, 60 months,home_improvement,Low,Bad Loan,11.71,B,12.0,20440.44,14622.83,0.0,408.82,munster
10.0,RENT,Low,48000,23850, 60 months,debt_consolidation,High,Good Loan,19.03,E,21.23,31547.04,18683.28,0.0,619.08,Northern-Irl
10.0,MORTGAGE,Low,60000,24000, 60 months,debt_consolidation,Low,Good Loan,12.42,B,27.52,29707.41,24000.0,0.0,538.98,munster
10.0,OWN,Low,95004,2800, 36 months,debt_consolidation,Low,Good Loan,9.91,B,3.5,3239.493645,2800.0,0.0,90.23,cannught
3.0,RENT,Low,82500,18000, 36 months,debt_consolidation,Low,Bad Loan,10.65,B,8.1,11311.58,8279.99,558.56,586.32,Northern-Irl
6.0,RENT,Medium,103000,12000, 60 months,debt_consolidation,High,Good Loan,19.42,E,10.57,16007.49,9384.65,0.0,314.07,Northern-Irl
1.0,RENT,Low,39996,5000, 36 months,other,Low,Good Loan,7.51,A,14.73,5598.998855,5000.0,0.0,155.56,leinster
10.0,MORTGAGE,Low,95000,6600, 36 months,home_improvement,Low,Good Loan,7.51,A,27.74,7406.318256999999,6600.0,0.0,205.34,ulster
0.5,OWN,Low,19200,2400, 36 months,debt_consolidation,Low,Good Loan,9.91,B,19.94,2783.0702920000012,2400.0,0.0,77.34,Northern-Irl
3.0,RENT,Low,33198,7000, 36 months,debt_consolidation,High,Bad Loan,14.27,C,4.66,4535.79,3122.4,222.09,240.17,leinster
5.0,MORTGAGE,Low,65004,12500, 36 months,debt_consolidation,Low,Good Loan,6.03,A,12.48,13146.87,12500.0,0.0,380.45,munster
3.0,MORTGAGE,Low,38769,2400, 36 months,debt_consolidation,Low,Good Loan,8.9,A,9.19,2742.408407,2400.0,0.0,76.21,munster
5.0,MORTGAGE,Low,89204,18000, 36 months,credit_card,Low,Good Loan,7.9,A,11.1,19730.94,18000.0,0.0,563.23,munster
10.0,MORTGAGE,High,300000,12000, 36 months,debt_consolidation,High,Good Loan,16.29,D,17.36,15248.33772,12000.0,0.0,423.61,ulster
2.0,RENT,Medium,125000,3000, 36 months,credit_card,High,Good Loan,14.65,C,18.84,3689.82985,3000.0,0.0,103.49,Northern-Irl
5.0,MORTGAGE,Low,82000,1000, 36 months,medical,High,Good Loan,14.27,C,12.26,1011.96,1000.0,0.0,34.31,Northern-Irl
5.0,OWN,Low,36000,4000, 36 months,wedding,High,Good Loan,16.29,D,20.83,5081.295725,4000.0,0.0,141.21,leinster
2.0,RENT,Low,54000,3625, 36 months,credit_card,Low,Good Loan,7.9,A,24.6,3947.41,3625.0,0.0,113.43,ulster
3.0,RENT,Low,20000,3600, 36 months,small_business,Low,Good Loan,11.71,B,18.48,4283.897059000001,3600.0,0.0,119.08,ulster
10.0,MORTGAGE,Low,48000,10950, 36 months,debt_consolidation,Low,Good Loan,7.51,A,25.1,12241.03378,10950.0,0.0,340.67,leinster
6.05,MORTGAGE,Low,54000,14400, 60 months,credit_card,High,Bad Loan,20.3,E,13.13,3829.9,1511.31,0.0,383.92,munster
0.5,RENT,Low,26400,10000, 36 months,debt_consolidation,High,Good Loan,19.03,E,7.5,11708.03,10000.0,0.0,366.72,Northern-Irl
1.0,MORTGAGE,Medium,140000,24000, 60 months,home_improvement,Low,Bad Loan,11.71,B,16.71,11851.24,3092.23,6552.54,530.36,ulster
0.5,MORTGAGE,Low,48000,5000, 36 months,small_business,Low,Good Loan,6.03,A,4.88,5451.1687729999985,5000.0,0.0,152.18,leinster
10.0,OWN,Low,38400,1000, 36 months,debt_consolidation,Low,Good Loan,6.62,A,7.03,1056.58,1000.0,0.0,30.71,munster
0.5,OWN,Low,40000,2500, 36 months,small_business,High,Good Loan,14.27,C,15.84,3041.22,2500.0,0.0,85.78,leinster
5.0,RENT,Low,26400,5000, 36 months,small_business,Low,Good Loan,7.9,A,4.41,5646.679849,5000.0,0.0,156.46,ulster
2.0,RENT,Low,55000,10000, 36 months,wedding,Low,Good Loan,12.42,B,11.91,11151.29,10000.0,0.0,334.16,leinster
3.0,RENT,Low,60000,10000, 60 months,debt_consolidation,Low,Bad Loan,10.65,B,24.34,9274.67,6602.87,12.04,215.69,ulster
6.0,RENT,Medium,185000,15000, 36 months,small_business,High,Good Loan,15.27,C,7.85,18786.55042,15000.0,0.0,521.97,Northern-Irl
6.0,MORTGAGE,Low,72000,12000, 60 months,debt_consolidation,High,Good Loan,14.27,C,20.63,14321.65,9613.7,0.0,280.91,ulster
6.0,MORTGAGE,Low,75000,6000, 36 months,debt_consolidation,Low,Good Loan,7.51,A,8.74,6630.68,5999.99,0.0,186.67,cannught
0.5,RENT,Medium,115000,9000, 36 months,debt_consolidation,High,Bad Loan,14.65,C,1.37,8495.47,6134.9,397.1,310.45,ulster
3.0,RENT,Low,38400,5000, 36 months,debt_consolidation,High,Good Loan,14.65,C,17.41,6148.55218,5000.0,0.0,172.48,Northern-Irl
1.0,RENT,Low,50000,25000, 60 months,debt_consolidation,High,Good Loan,19.03,E,15.05,33062.39,19581.3,0.0,648.93,leinster
2.0,RENT,Low,67500,20000, 60 months,debt_consolidation,High,Good Loan,17.27,D,11.84,21679.68,20000.0,0.0,499.96,ulster
2.0,MORTGAGE,Low,90000,10400, 60 months,home_improvement,High,Bad Loan,21.67,F,0.77,2579.08,400.19,1439.16,285.29,Northern-Irl
4.0,RENT,Medium,150000,15000, 36 months,other,Low,Bad Loan,12.69,B,4.73,12863.55,9346.32,801.63,503.18,Northern-Irl
10.0,MORTGAGE,Low,42000,3000, 36 months,debt_consolidation,Low,Good Loan,6.03,A,14.26,3240.0,3000.0,0.0,91.31,ulster
5.0,MORTGAGE,Low,97000,4000, 36 months,small_business,Low,Good Loan,6.62,A,8.67,4081.6,4000.0,0.0,122.82,Northern-Irl
2.0,RENT,Low,30000,2000, 36 months,vacation,Low,Bad Loan,11.71,B,16.12,1185.66,908.98,0.0,66.16,ulster
4.0,RENT,Low,60000,3600, 36 months,medical,Low,Good Loan,7.9,A,4.4,4054.1334840000004,3600.0,0.0,112.65,Northern-Irl
4.0,OWN,Low,48000,26375, 60 months,major_purchase,Low,Good Loan,10.65,B,28.32,28981.85,21455.35,0.0,568.87,Northern-Irl
10.0,RENT,Low,66397,20000, 60 months,debt_consolidation,High,Good Loan,17.58,D,16.36,27045.179010000003,20000.0,0.0,503.32,ulster
5.0,RENT,Low,85000,13600, 36 months,debt_consolidation,Low,Good Loan,6.03,A,22.94,14152.03,13600.0,0.0,413.93,Northern-Irl
10.0,MORTGAGE,Low,87000,3000, 36 months,other,Low,Bad Loan,7.9,A,18.03,1625.79,1243.43,127.39,93.88,Northern-Irl
3.0,MORTGAGE,Low,43000,8250, 36 months,home_improvement,Low,Good Loan,7.51,A,28.05,8626.57,8250.0,0.0,256.67,leinster
1.0,MORTGAGE,Low,70000,5500, 36 months,home_improvement,High,Good Loan,13.49,C,1.34,6715.692391,5500.0,0.0,186.62,Northern-Irl
2.0,RENT,Low,54000,20000, 36 months,debt_consolidation,Low,Good Loan,9.91,B,12.04,22511.25,20000.0,0.0,644.5,ulster
10.0,RENT,Low,73000,34475, 60 months,other,High,Good Loan,14.27,C,29.56,36114.92,34475.0,0.0,807.01,cannught
5.0,MORTGAGE,Low,100000,5000, 36 months,home_improvement,Low,Good Loan,12.69,B,20.69,6039.370816,5000.0,0.0,167.73,cannught
0.5,OWN,Low,25000,10075, 60 months,small_business,Low,Good Loan,12.42,B,25.87,13013.29291,10075.0,0.0,226.26,leinster
8.0,MORTGAGE,Low,48800,23325, 60 months,medical,High,Good Loan,17.58,D,23.48,23667.3,23325.0,0.0,586.99,leinster
10.0,MORTGAGE,Low,55000,32000, 60 months,debt_consolidation,Low,Good Loan,11.71,B,23.65,40434.774880000004,32000.0,0.0,707.15,leinster
6.0,OWN,Low,60000,14000, 60 months,car,Low,Good Loan,7.9,A,9.04,14092.27,14000.0,0.0,283.2,cannught
10.0,MORTGAGE,Medium,122000,16000, 36 months,debt_consolidation,High,Good Loan,13.49,C,23.9,19415.51969,16000.0,0.0,542.89,leinster
2.0,OWN,Low,20988,3600, 36 months,home_improvement,Low,Good Loan,11.71,B,13.95,4284.267836,3600.0,0.0,119.08,munster
9.0,RENT,Low,60000,12000, 36 months,house,Low,Good Loan,7.9,A,4.06,13509.020540000001,12000.0,0.0,375.49,ulster
0.5,RENT,Low,50000,6400, 36 months,debt_consolidation,Low,Good Loan,9.91,B,19.99,7444.612908,6400.0,0.0,206.24,ulster
8.0,OWN,Low,35000,8000, 36 months,debt_consolidation,Low,Good Loan,9.91,B,14.09,9266.077664,8000.0,0.0,257.8,Northern-Irl
1.0,RENT,Low,100000,1000, 36 months,debt_consolidation,Low,Good Loan,11.71,B,3.28,1189.839148,1000.0,0.0,33.08,ulster
2.0,MORTGAGE,Low,65000,35000, 60 months,other,High,Good Loan,19.91,E,14.22,48746.83,35000.0,0.0,925.54,Northern-Irl
5.0,RENT,Low,36000,10000, 36 months,wedding,Low,Good Loan,6.03,A,16.37,10914.29983,10000.0,0.0,304.36,Northern-Irl
5.0,MORTGAGE,Low,32000,3100, 36 months,credit_card,Low,Bad Loan,7.51,A,17.55,2721.58,2243.06,135.52,96.45,Northern-Irl
9.0,MORTGAGE,Low,60000,1500, 36 months,other,Low,Good Loan,12.42,B,19.78,1515.57,1500.0,0.0,50.13,munster
10.0,RENT,Low,65000,14000, 60 months,debt_consolidation,High,Good Loan,14.27,C,17.75,16702.57,11198.71,0.0,327.72,ulster
0.5,RENT,Low,44000,3400, 36 months,debt_consolidation,High,Good Loan,13.49,C,16.09,3851.46,3400.0,0.0,115.37,cannught
6.05,OWN,Low,35000,16000, 36 months,debt_consolidation,Low,Good Loan,8.9,A,20.33,17389.98,16000.0,0.0,508.06,Northern-Irl
2.0,RENT,Low,45000,7000, 36 months,medical,Low,Good Loan,7.51,A,7.55,7837.316437,7000.0,0.0,217.78,ulster
1.0,MORTGAGE,High,340000,35000, 60 months,credit_card,High,Good Loan,22.35,F,3.6,49618.68,26984.69,0.0,973.64,cannught
6.0,MORTGAGE,Medium,160000,14400, 60 months,debt_consolidation,High,Good Loan,19.03,E,10.88,19888.83,12113.82,0.0,373.79,cannught
3.0,MORTGAGE,Low,66000,20000, 60 months,other,High,Bad Loan,19.91,E,19.65,8888.15,3323.68,957.95,528.88,munster
1.0,RENT,Low,85000,12000, 36 months,debt_consolidation,Low,Good Loan,6.03,A,6.79,13039.36,12000.0,0.0,365.23,Northern-Irl
10.0,MORTGAGE,Low,82000,14000, 60 months,credit_card,High,Good Loan,14.27,C,18.37,16705.6,11213.92,0.0,327.72,ulster
10.0,MORTGAGE,Low,48000,2500, 36 months,debt_consolidation,Low,Good Loan,11.71,B,2.4,2970.17379,2500.0,0.0,82.69,leinster
10.0,RENT,Low,57600,10000, 36 months,other,Low,Good Loan,6.62,A,16.38,11041.80999,10000.0,0.0,307.04,ulster
10.0,MORTGAGE,Medium,110000,20000, 60 months,home_improvement,Low,Good Loan,12.42,B,5.09,25460.85646,20000.0,0.0,449.15,Northern-Irl
3.0,RENT,Low,77250,4000, 36 months,house,Low,Good Loan,11.71,B,8.9,4776.327759000002,4000.0,0.0,132.31,Northern-Irl
10.0,MORTGAGE,Low,64320,8000, 36 months,car,Low,Good Loan,6.03,A,2.5,8765.176811,8000.0,0.0,243.49,ulster
3.0,RENT,Low,62500,18400, 36 months,debt_consolidation,Low,Good Loan,9.91,B,13.75,21343.18087,18400.0,0.0,592.94,munster
10.0,MORTGAGE,Low,87000,17000, 36 months,debt_consolidation,Low,Good Loan,7.51,A,12.54,18988.209880000002,17000.0,0.0,528.89,Northern-Irl
5.0,MORTGAGE,Medium,130000,20000, 36 months,credit_card,Low,Good Loan,10.65,B,12.5,23330.85119,20000.0,0.0,651.47,ulster
10.0,RENT,Low,85000,1200, 36 months,vacation,Low,Good Loan,8.9,A,9.15,1371.3678320000001,1200.0,0.0,38.11,Northern-Irl
3.0,RENT,Low,15000,4950, 36 months,debt_consolidation,Low,Good Loan,8.9,A,14.96,5342.65,4950.0,0.0,157.18,leinster
6.05,MORTGAGE,Low,70632,1500, 36 months,other,Low,Good Loan,10.65,B,10.45,1556.33,1500.0,0.0,48.86,leinster
9.0,RENT,Low,60000,3000, 36 months,debt_consolidation,Low,Good Loan,11.71,B,3.18,3543.796187,3000.0,0.0,99.23,ulster
10.0,MORTGAGE,Medium,107004,5700, 60 months,other,High,Good Loan,18.64,E,5.47,7479.82,4474.88,0.0,146.74,Northern-Irl
3.0,RENT,Low,36000,5000, 36 months,debt_consolidation,High,Bad Loan,18.25,D,15.83,2903.47,1757.73,186.22,181.39,ulster
